target_industry,model_task,fold_id,contract_id,feature_name,importance_gain,feature_set_version,diagnostic_only
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,industry_breadth_20d,6.209939956665039,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,market_regime,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,launch_variant,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,ret_rank_20d_market,586.0897312387824,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,money_ratio_20,415.6873105466366,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,atr20_pct,926.960557103157,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,prelaunch_drawdown_120d,1093.1034525129944,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_60d,757.5808823853731,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_120d,613.5079067349434,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,industry_breadth_20d,677.2951466478407,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,market_regime,371.61888667568564,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,launch_family,21.28504991531372,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,launch_variant,99.99349904060364,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,ret_rank_20d_market,24.57405347377062,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,money_ratio_20,496.28191997110844,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,atr20_pct,117.99526724545285,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,prelaunch_drawdown_120d,222.8683074004948,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_60d,44.52042059600353,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_120d,205.34086560457945,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,industry_breadth_20d,11.57309901714325,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,market_regime,20.918720245361328,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_family,0.0,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_variant,0.0,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,208.49203143268824,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,money_ratio_20,132.94901756942272,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,atr20_pct,325.3087112791836,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,315.3289394527674,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,173.4461118541658,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,216.49032646417618,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,187.39336740970612,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,market_regime,170.21241998672485,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_family,2.868769884109497,p0_9a_industry_feature_set_v1,True
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_variant,0.0,p0_9a_industry_feature_set_v1,True
