instrument,board_bucket,active_in_requested_window,raw_daily_file_exists,share_history_file_exists,status_file_exists,raw_rows,rows_in_resolved_calendar,missing_share_asof_rows,eligible_candidate_rows,first_price_date,last_price_date,market_cap_source,latest_only,support_state,notes
SH603293,main_board,True,True,True,True,29,29,0,29,2026-04-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603296,main_board,True,True,True,True,678,678,118,560,2023-08-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603297,main_board,True,True,True,True,1868,1868,0,1868,2018-09-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603298,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603299,main_board,True,True,True,True,2161,2161,0,2161,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603300,main_board,True,True,True,True,2279,2279,1547,732,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603301,main_board,True,True,True,True,1972,1972,0,1972,2018-04-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603303,main_board,True,True,True,True,2224,2224,0,2224,2017-03-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603305,main_board,True,True,True,True,2150,2150,710,1440,2017-07-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603306,main_board,True,True,True,True,2264,2264,1864,400,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603307,main_board,True,True,True,True,795,795,0,795,2023-02-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603308,main_board,True,True,True,True,2254,2254,0,2254,2017-01-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603309,main_board,True,True,True,True,2212,2212,0,2212,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603310,main_board,True,True,True,True,431,431,0,431,2024-08-14,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603311,main_board,True,True,True,True,2271,2271,0,2271,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603312,main_board,True,True,True,True,573,573,0,573,2024-01-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603313,main_board,True,True,True,True,2281,2281,730,1551,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603315,main_board,True,True,True,True,2190,2190,0,2190,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603316,main_board,True,True,True,True,2172,2172,0,2172,2017-06-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603317,main_board,True,True,True,True,1726,1726,760,966,2019-04-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603318,main_board,True,True,True,True,2194,2194,0,2194,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603319,main_board,True,True,True,True,2281,2281,555,1726,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603320,main_board,True,True,True,True,2204,2204,954,1250,2017-05-02,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603321,main_board,True,True,True,True,2108,2108,0,2108,2017-09-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603322,main_board,True,True,True,True,2256,2256,0,2256,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603323,main_board,True,True,True,True,2281,2281,669,1612,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603324,main_board,True,True,True,True,1246,1246,0,1246,2021-04-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603325,main_board,True,True,True,True,574,574,0,574,2024-01-10,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603326,main_board,True,True,True,True,2172,2172,547,1625,2017-06-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603327,main_board,True,True,True,True,1702,1702,1243,459,2019-05-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603328,main_board,True,True,True,True,2280,2280,108,2172,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603329,main_board,True,True,True,True,2032,2032,0,2032,2017-12-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603330,main_board,True,True,True,True,2240,2240,0,2240,2017-02-13,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603331,main_board,True,True,True,True,2160,2160,1069,1091,2017-07-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603332,main_board,True,True,True,True,1783,1783,0,1783,2019-01-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603333,main_board,True,True,True,True,2245,2245,0,2245,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603334,main_board,True,True,True,True,136,136,0,136,2025-11-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603335,main_board,True,True,True,True,2171,2171,0,2171,2017-06-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603336,main_board,True,True,True,True,2264,2264,1079,1185,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603337,main_board,True,True,True,True,2269,2269,905,1364,2017-01-19,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603338,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603339,main_board,True,True,True,True,2280,2280,0,2280,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603341,main_board,True,True,True,True,543,543,0,543,2024-03-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603344,main_board,True,True,True,True,530,530,0,530,2024-03-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603345,main_board,True,True,True,True,2211,2211,475,1736,2017-02-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603348,main_board,True,True,True,True,1961,1961,1078,883,2018-04-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603350,main_board,True,True,True,True,461,461,0,461,2024-07-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603351,main_board,True,True,True,True,1774,1774,0,1774,2019-01-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603352,main_board,True,True,True,True,87,87,0,87,2026-01-15,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603353,main_board,True,True,True,True,1489,1489,0,1489,2020-04-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603355,main_board,True,True,True,True,2281,2281,1632,649,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603356,main_board,True,True,True,True,2011,2011,0,2011,2018-01-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603357,main_board,True,True,True,True,2141,2141,0,2141,2017-08-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603358,main_board,True,True,True,True,2260,2260,0,2260,2017-01-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603359,main_board,True,True,True,True,2107,2107,0,2107,2017-09-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603360,main_board,True,True,True,True,2262,2262,0,2262,2017-02-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603363,main_board,True,True,True,True,2099,2099,1187,912,2017-09-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603365,main_board,True,True,True,True,2067,2067,0,2067,2017-11-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603366,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603367,main_board,True,True,True,True,2098,2098,0,2098,2017-09-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603368,main_board,True,True,True,True,2281,2281,1517,764,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603369,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603370,main_board,True,True,True,True,173,173,0,173,2025-09-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603373,main_board,True,True,True,True,588,588,0,588,2023-12-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603375,main_board,True,True,True,True,564,564,0,564,2024-01-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603376,main_board,True,True,True,True,135,135,0,135,2025-11-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603377,main_board,True,True,True,True,2238,2238,1987,251,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603378,main_board,True,True,True,True,2098,2098,0,2098,2017-09-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603379,main_board,True,True,True,True,1735,1735,0,1735,2019-04-02,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603380,main_board,True,True,True,True,2169,2169,0,2169,2017-06-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603381,main_board,True,True,True,True,466,466,0,466,2024-06-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603382,main_board,True,True,True,True,234,234,0,234,2025-06-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603383,main_board,True,True,True,True,2188,2188,560,1628,2017-05-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603385,main_board,True,True,True,True,2222,2222,0,2222,2017-04-05,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603386,main_board,True,True,True,True,2023,2023,0,2023,2017-09-12,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603387,main_board,True,True,True,True,2152,2152,0,2152,2017-07-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603388,main_board,True,False,False,False,0,0,0,0,,,raw_close_times_total_share_asof,False,missing_active_source,missing raw daily or historical share cache
SH603389,main_board,True,True,True,True,2247,2247,0,2247,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603390,main_board,True,True,True,True,1577,1577,0,1577,2019-11-25,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603391,main_board,True,True,True,True,441,441,0,441,2024-07-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603392,main_board,True,True,True,True,1473,1473,0,1473,2020-04-29,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603393,main_board,True,True,True,True,2219,2219,0,2219,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603395,main_board,True,True,True,True,364,364,0,364,2024-11-26,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603396,main_board,True,True,True,True,2090,2090,0,2090,2017-10-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603398,main_board,True,True,True,True,2168,2168,0,2168,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603399,main_board,True,True,True,True,2198,2198,0,2198,2017-03-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603400,main_board,True,True,True,True,228,228,0,228,2025-06-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603402,main_board,True,True,True,True,94,94,0,94,2026-01-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603406,main_board,True,True,True,True,193,193,0,193,2025-08-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603407,main_board,True,True,True,True,15,15,0,15,2026-05-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603408,main_board,True,True,True,True,1412,1412,0,1412,2020-07-30,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603409,main_board,True,True,True,True,301,301,0,301,2025-03-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603416,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603418,main_board,True,True,True,True,161,161,0,161,2025-09-23,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603421,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603429,main_board,True,True,True,True,2216,2216,0,2216,2017-01-24,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603435,main_board,True,True,True,True,6,6,0,6,2026-05-22,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603439,main_board,True,True,True,True,1474,1474,0,1474,2020-04-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603444,main_board,True,True,True,True,2280,2280,0,2280,2017-01-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603456,main_board,True,True,True,True,2258,2258,1143,1115,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603458,main_board,True,True,True,True,2133,2133,0,2133,2017-08-09,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603459,main_board,True,True,True,True,35,35,0,35,2026-04-08,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603466,main_board,True,True,True,True,2087,2087,1120,967,2017-10-20,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603477,main_board,True,True,True,True,2036,2036,1380,656,2017-12-18,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603486,main_board,True,True,True,True,1942,1942,1497,445,2018-05-28,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603488,main_board,True,True,True,True,2178,2178,0,2178,2017-05-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603489,main_board,True,True,True,True,1587,1587,0,1587,2019-11-11,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603496,main_board,True,True,True,True,2171,2171,0,2171,2017-06-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603499,main_board,True,True,True,True,2091,2091,783,1308,2017-10-16,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603500,main_board,True,True,True,True,2117,2117,0,2117,2017-09-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603501,main_board,True,True,True,True,2031,2031,1809,222,2017-05-04,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603505,main_board,True,True,True,True,2203,2203,0,2203,2017-05-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603506,main_board,True,True,True,True,2015,2015,0,2015,2018-02-01,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603507,main_board,True,True,True,True,2072,2072,0,2072,2017-11-06,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603508,main_board,True,True,True,True,2188,2188,0,2188,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603511,main_board,True,True,True,True,1211,1211,0,1211,2021-05-31,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603515,main_board,True,True,True,True,2281,2281,579,1702,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603516,main_board,True,True,True,True,2014,2014,888,1126,2018-02-02,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603517,main_board,True,True,True,True,2232,2232,0,2232,2017-03-17,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603518,main_board,True,True,True,True,2278,2278,1698,580,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603519,main_board,True,True,True,True,2281,2281,0,2281,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603520,main_board,True,True,True,True,2155,2155,0,2155,2017-01-03,2026-05-29,raw_close_times_total_share_asof,False,supported,
SH603527,main_board,True,True,True,True,2114,2114,0,2114,2017-09-07,2026-05-29,raw_close_times_total_share_asof,False,supported,
