model_id,model_family,train_target_component,readout_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,train,4816,3217,1599,0.6679817275747508,0.3320182724252492,0.40386212624584716,0.393534348772148,0.02557253280891271,4794,878,286,0.6742596810933941,497,190,0.6177062374245473,3916,1312,0.3350357507660878,0.32574031890660593,0.17886178861788618,426,280,0.6572769953051644
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,validation,1440,865,575,0.6006944444444444,0.3993055555555556,0.08333333333333333,0.047398843930635835,0.43121387283236995,1440,107,34,0.6822429906542056,41,13,0.6829268292682927,1333,541,0.40585146286571644,0.3177570093457944,0.059130434782608696,120,79,0.6583333333333333
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,validation,1441,866,575,0.600971547536433,0.39902845246356694,0.2685634975711312,0.2863741339491917,-0.06631815767644755,1440,107,34,0.6822429906542056,41,13,0.6829268292682927,1333,541,0.40585146286571644,0.3177570093457944,0.059130434782608696,120,79,0.6583333333333333
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,risk_on_r6_horizon_complete,validation,1441,866,575,0.600971547536433,0.39902845246356694,0.2921582234559334,0.28868360277136257,0.01189294158305597,1440,107,34,0.6822429906542056,41,13,0.6829268292682927,1333,541,0.40585146286571644,0.3177570093457944,0.059130434782608696,120,79,0.6583333333333333
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,robustness,9711,6079,3632,0.6259911440634333,0.3740088559365668,0.060137987848831224,0.027636124362559633,0.5404547882109305,9705,2024,672,0.6679841897233202,991,342,0.6548940464177598,7681,2957,0.38497591459445385,0.33201581027667987,0.18502202643171806,584,416,0.7123287671232876
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,robustness,9730,6096,3634,0.6265159301130524,0.3734840698869476,0.27995889003083246,0.29806430446194226,-0.06467168957955154,9705,2024,672,0.6679841897233202,991,342,0.6548940464177598,7681,2957,0.38497591459445385,0.33201581027667987,0.1849201981287837,584,416,0.7123287671232876
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,robustness,9730,6096,3634,0.6265159301130524,0.3734840698869476,0.2957862281603289,0.3023293963254593,-0.02212127388697664,9705,2024,672,0.6679841897233202,991,342,0.6548940464177598,7681,2957,0.38497591459445385,0.33201581027667987,0.1849201981287837,584,416,0.7123287671232876
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,train,16571,11590,4981,0.6994146400337939,0.300585359966206,0.07543298533582765,0.042968075927523726,0.4303808110440035,16571,2968,938,0.6839622641509434,1593,610,0.6170747018204645,13603,4043,0.29721384988605454,0.3160377358490566,0.18831559927725355,1250,752,0.6016
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,train,16603,11622,4981,0.6999939769921099,0.30000602300789014,0.38258146118171416,0.38607812768886596,-0.009139665305138754,16571,2968,938,0.6839622641509434,1593,610,0.6170747018204645,13603,4043,0.29721384988605454,0.3160377358490566,0.18831559927725355,1250,752,0.6016
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,train,16603,11622,4981,0.6999939769921099,0.30000602300789014,0.3905318315966994,0.3877990018929616,0.006997713073898581,16571,2968,938,0.6839622641509434,1593,610,0.6170747018204645,13603,4043,0.29721384988605454,0.3160377358490566,0.18831559927725355,1250,752,0.6016
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,validation,4455,2694,1761,0.6047138047138048,0.3952861952861953,0.07586980920314254,0.0378619153674833,0.5009620326563963,4455,298,89,0.7013422818791947,121,30,0.7520661157024794,4157,1672,0.402213134471975,0.2986577181208054,0.05053946621237933,338,236,0.6982248520710059
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,false_repair_20d_component,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,validation,4457,2695,1762,0.6046668162441103,0.3953331837558896,0.2919003814224815,0.3046382189239332,-0.043637618558009544,4455,298,89,0.7013422818791947,121,30,0.7520661157024794,4157,1672,0.402213134471975,0.2986577181208054,0.05051078320090806,338,236,0.6982248520710059
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7000,0.7,risk_on_r_core_horizon_complete,validation,4457,2695,1762,0.6046668162441103,0.3953331837558896,0.31097150549697106,0.3068645640074211,0.013206809681763378,4455,298,89,0.7013422818791947,121,30,0.7520661157024794,4157,1672,0.402213134471975,0.2986577181208054,0.05051078320090806,338,236,0.6982248520710059
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,robustness,2996,2528,468,0.8437917222963952,0.15620827770360482,0.065086782376502,0.06606012658227849,-0.014954560207724793,2994,622,127,0.7958199356913184,306,101,0.6699346405228758,2372,340,0.1433389544688027,0.20418006430868169,0.27136752136752135,195,28,0.14358974358974358
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,robustness,3003,2534,469,0.8438228438228438,0.1561771561771562,0.2837162837162837,0.22375690607734808,0.211335693720333,2994,622,127,0.7958199356913184,306,101,0.6699346405228758,2372,340,0.1433389544688027,0.20418006430868169,0.27078891257995735,195,28,0.14358974358974358
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,robustness,3003,2534,469,0.8438228438228438,0.1561771561771562,0.3026973026973027,0.2462509865824783,0.18647776379847936,2994,622,127,0.7958199356913184,306,101,0.6699346405228758,2372,340,0.1433389544688027,0.20418006430868169,0.27078891257995735,195,28,0.14358974358974358
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,train,4794,4034,760,0.8414685022945348,0.15853149770546515,0.08886107634543179,0.0924640555280119,-0.040546202350443775,4794,878,180,0.7949886104783599,497,150,0.6981891348088531,3916,580,0.1481103166496425,0.20501138952164008,0.23684210526315788,426,53,0.12441314553990611
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,train,4816,4048,768,0.840531561461794,0.15946843853820597,0.3901578073089701,0.35523715415019763,0.0895039199641555,4794,878,180,0.7949886104783599,497,150,0.6981891348088531,3916,580,0.1481103166496425,0.20501138952164008,0.234375,426,53,0.12441314553990611
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,train,4816,4048,768,0.840531561461794,0.15946843853820597,0.40386212624584716,0.370800395256917,0.08186390562606052,4794,878,180,0.7949886104783599,497,150,0.6981891348088531,3916,580,0.1481103166496425,0.20501138952164008,0.234375,426,53,0.12441314553990611
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,validation,1440,1326,114,0.9208333333333333,0.07916666666666666,0.08333333333333333,0.08220211161387632,0.013574660633484115,1440,107,18,0.8317757009345794,41,15,0.6341463414634146,1333,96,0.07201800450112528,0.16822429906542055,0.15789473684210525,120,11,0.09166666666666666
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,validation,1441,1327,114,0.9208882720333103,0.0791117279666898,0.2685634975711312,0.25018839487565936,0.06841995603145967,1440,107,18,0.8317757009345794,41,15,0.6341463414634146,1333,96,0.07201800450112528,0.16822429906542055,0.15789473684210525,120,11,0.09166666666666666
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,risk_on_r6_horizon_complete,validation,1441,1327,114,0.9208882720333103,0.0791117279666898,0.2921582234559334,0.27581009796533534,0.05595641052720141,1440,107,18,0.8317757009345794,41,15,0.6341463414634146,1333,96,0.07201800450112528,0.16822429906542055,0.15789473684210525,120,11,0.09166666666666666
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,robustness,9711,8256,1455,0.8501699104108743,0.14983008958912572,0.060137987848831224,0.06201550387596899,-0.03122013380057338,9705,2024,416,0.7944664031620553,991,308,0.6892028254288597,7681,1038,0.13513865382111703,0.20553359683794467,0.2859106529209622,584,72,0.1232876712328767
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,robustness,9730,8270,1460,0.8499486125385406,0.1500513874614594,0.27995889003083246,0.226360338573156,0.19145150722584145,9705,2024,416,0.7944664031620553,991,308,0.6892028254288597,7681,1038,0.13513865382111703,0.20553359683794467,0.28493150684931506,584,72,0.1232876712328767
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,robustness,9730,8270,1460,0.8499486125385406,0.1500513874614594,0.2957862281603289,0.24486094316807738,0.17216922271529092,9705,2024,416,0.7944664031620553,991,308,0.6892028254288597,7681,1038,0.13513865382111703,0.20553359683794467,0.28493150684931506,584,72,0.1232876712328767
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.07543298533582765,0.07610933617323394,-0.008966247781327695,16571,2968,536,0.8194070080862533,1593,433,0.7281858129315757,13603,1950,0.1433507314562964,0.18059299191374664,0.21560740144810941,1250,178,0.1424
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.3827167943998552,0.34291799787007454,0.10399020140255359,16571,2968,536,0.8194070080862533,1593,433,0.7281858129315757,13603,1950,0.1433507314562964,0.18059299191374664,0.21560740144810941,1250,178,0.1424
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.39068251765131856,0.35200567980120695,0.0989981278983935,16571,2968,536,0.8194070080862533,1593,433,0.7281858129315757,13603,1950,0.1433507314562964,0.18059299191374664,0.21560740144810941,1250,178,0.1424
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4455,4113,342,0.9232323232323232,0.07676767676767676,0.07586980920314254,0.07488451252127401,0.0129866766796577,4455,298,53,0.8221476510067114,121,42,0.6528925619834711,4157,289,0.06952128939138802,0.17785234899328858,0.15497076023391812,338,30,0.08875739644970414
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4457,4115,342,0.9232667713708773,0.07673322862912273,0.2919003814224815,0.27193195625759414,0.06840835584927199,4455,298,53,0.8221476510067114,121,42,0.6528925619834711,4157,289,0.06952128939138802,0.17785234899328858,0.15497076023391812,338,30,0.08875739644970414
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,risk_on_r_core_horizon_complete,validation,4457,4115,342,0.9232667713708773,0.07673322862912273,0.31097150549697106,0.292588092345079,0.05911606956564427,4455,298,53,0.8221476510067114,121,42,0.6528925619834711,4157,289,0.06952128939138802,0.17785234899328858,0.15497076023391812,338,30,0.08875739644970414
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,2996,2459,537,0.8207610146862483,0.17923898531375168,0.065086782376502,0.06628710858072387,-0.018441934912044624,2994,622,146,0.7652733118971061,306,113,0.630718954248366,2372,390,0.16441821247892074,0.2347266881028939,0.2718808193668529,195,32,0.1641025641025641
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,3003,2464,539,0.8205128205128205,0.1794871794871795,0.2837162837162837,0.22077922077922077,0.221830985915493,2994,622,146,0.7652733118971061,306,113,0.630718954248366,2372,390,0.16441821247892074,0.2347266881028939,0.27087198515769945,195,32,0.1641025641025641
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8250,0.825,risk_on_r6_horizon_complete,robustness,3003,2464,539,0.8205128205128205,0.1794871794871795,0.3026973026973027,0.2435064935064935,0.1955445544554456,2994,622,146,0.7652733118971061,306,113,0.630718954248366,2372,390,0.16441821247892074,0.2347266881028939,0.27087198515769945,195,32,0.1641025641025641
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4794,3903,891,0.814142678347935,0.1858573216520651,0.08886107634543179,0.09223674096848578,-0.03798811315239624,4794,878,218,0.7517084282460137,497,182,0.6338028169014085,3916,673,0.17185903983656792,0.24829157175398633,0.244668911335578,426,66,0.15492957746478872
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,false_repair_20d_component,baseline_fs0,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4816,3916,900,0.8131229235880398,0.18687707641196014,0.3901578073089701,0.351123595505618,0.10004724004520685,4794,878,218,0.7517084282460137,497,182,0.6338028169014085,3916,673,0.17185903983656792,0.24829157175398633,0.24222222222222223,426,66,0.15492957746478872
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8250,0.825,risk_on_r6_horizon_complete,train,4816,3916,900,0.8131229235880398,0.18687707641196014,0.40386212624584716,0.3664453524004086,0.09264739477616049,4794,878,218,0.7517084282460137,497,182,0.6338028169014085,3916,673,0.17185903983656792,0.24829157175398633,0.24222222222222223,426,66,0.15492957746478872
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,fast_fail_only_10d,baseline_fs0,none,keep_8250,0.825,risk_on_r6_horizon_complete,validation,1440,1310,130,0.9097222222222222,0.09027777777777778,0.08333333333333333,0.08091603053435115,0.029007633587786186,1440,107,18,0.8317757009345794,41,15,0.6341463414634146,1333,112,0.08402100525131283,0.16822429906542055,0.13846153846153847,120,14,0.11666666666666667
