model_id,train_target_component,threshold_id,denominator_id,split,total_rejected_hybrid_positive_n,total_hybrid_cost_reduction_rate,fast_fail_attributed_cost_reduction,fast_fail_attributed_cost_reduction_share,fast_fail_only_rejected_n,false_repair_only_rejected_n,both_rejected_n,neither_rejected_n,fast_fail_only_hybrid_positive_rejected_n,false_repair_only_hybrid_positive_rejected_n,both_hybrid_positive_rejected_n,neither_hybrid_positive_rejected_n,fast_fail_only_cost_reduction_rate,false_repair_only_cost_reduction_rate,both_cost_reduction_rate,neither_cost_reduction_rate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,train,1977,0.0027328297037377824,0.019333663577830663,7.074595080471851,112,1225,640,3004,112,1225,640,0,0.006229496210889564,-0.02970500124103398,0.026208334733882198,-0.0027328297037377824
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,fast_fail_only_10d,keep_7000,risk_on_r_core_horizon_complete,validation,559,0.004106941489549931,0.02741633826925022,6.675609657213476,79,323,157,1203,79,323,157,0,0.016844778991001626,-0.03388095605794894,0.02114311855649719,-0.004106941489549931
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,285,0.056446316114824424,-0.0022408530695823548,-0.03969883641341551,0,257,28,184,0,257,28,0,-0.003513061524111249,0.05741496072987787,0.002544416909057788,-0.05644631611482431
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,444,0.03306173098893017,-0.0027740207214423593,-0.0839042796147354,3,391,50,324,3,391,50,0,-0.001858922169842292,0.03675085026197261,-0.0018301971032001346,-0.03306173098893017
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,55,0.016348125490598053,-0.00044581993476647264,-0.02727040081891147,0,44,11,59,0,44,11,0,-0.0020269772048737388,0.015212788155257256,0.0031623145402145322,-0.016348125490598053
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,853,0.05092528499225152,-0.002281615716236824,-0.044803199757919486,1,781,71,607,1,781,71,0,-0.002673266465425001,0.05281524995930015,0.0007833014983763542,-0.05092528499225146
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1516,0.03867683785011161,-0.0008991547585376521,-0.023247887069316277,4,1338,174,970,4,1338,174,0,-0.0011219586796690113,0.039353188687517915,0.00044560784226271855,-0.038676837850111556
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,182,0.01838341315189207,-0.00029868234630849727,-0.016247382563871503,0,152,30,160,0,152,30,0,-0.0015850120129952475,0.01739576583151381,0.0025726593333735004,-0.01838341315189207
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,309,0.05919080919080921,-0.002481893106893108,-0.041930379746835444,1,277,31,230,1,277,31,0,-0.0037462537462537478,0.06040834165834166,0.00252872127872128,-0.0591908091908091
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,510,0.03741677384543857,-0.0025464149124980063,-0.06805543746280084,6,444,60,390,6,444,60,0,-0.0016174379579135274,0.04089216571252108,-0.0018579539091689579,-0.03741677384543862
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,64,0.019847010641288076,4.0759049964776695e-05,0.0020536619192406207,0,50,14,66,0,50,14,0,-0.0023396753356401886,0.01742581720571834,0.004760868771209931,-0.01984701064128802
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,936,0.05517168225523658,-0.0024056284646424876,-0.04360259405383926,2,851,83,723,2,851,83,0,-0.0030055202523645817,0.056977418932156965,0.0011997835754441882,-0.0551716822552365
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,1713,0.04242708644657861,-0.0008359393937218927,-0.019702964868314785,7,1501,205,1187,7,1501,205,0,-0.001177719071702426,0.04292124616231996,0.0006835593559610664,-0.042427086446578555
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,218,0.02300306368237537,-0.00025365657107428996,-0.011027077722200898,0,182,36,183,0,182,36,0,-0.0018854834205794674,0.021624893403944495,0.003263653699010355,-0.02300306368237537
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,335,0.06382922113259193,-0.0027777050248960385,-0.04351776467906344,1,299,35,265,1,299,35,0,-0.004323184098464997,0.065061447083919,0.0030909581471379177,-0.06382922113259193
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,578,0.04336634565512987,-0.0027177341351612774,-0.0626691987555053,6,500,72,446,6,500,72,0,-0.0021184658732495074,0.04668334805220292,-0.0011985365238235401,-0.04336634565512987
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,73,0.022390781595468257,0.0011095331084679597,0.04955312094565389,0,54,19,78,0,54,19,0,-0.0027618632624846,0.017409852116047758,0.007742792741905119,-0.022390781595468257
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,1006,0.058493795659378206,-0.0026388624174814024,-0.04511354388503114,2,910,94,835,2,910,94,0,-0.003439996133401301,0.06033152436093969,0.0016022674318397975,-0.05849379565937818
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,1929,0.047844771554916676,-0.000580196132544411,-0.012126636070954096,8,1676,245,1385,8,1676,245,0,-0.001387825816953285,0.04761733800305218,0.001615259368817748,-0.04784477155491662
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,254,0.027191109407725622,0.00032383760299315237,0.011909687028111572,0,207,47,214,0,207,47,0,-0.0022374745717876968,0.024305959629951635,0.005122624349561698,-0.027191109407725622
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,357,0.06750343818942031,-0.003205997240935461,-0.047493836268593666,1,318,38,299,1,318,38,0,-0.004879228142969091,0.06903620452832213,0.003346461804067259,-0.06750343818942028
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,638,0.046660705092526567,-0.0035800088799383296,-0.07672427737299073,6,552,80,519,6,552,80,0,-0.0026936039928851553,0.051127118859518095,-0.0017728097741063487,-0.04666070509252662
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,validation,84,0.026385352793472816,0.0029619283839429807,0.11225653896413694,2,60,22,89,2,60,22,0,-0.0016418671751346862,0.018819628850452158,0.009207591118155334,-0.02638535279347276
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,1095,0.06386635303025606,-0.0025287069289120535,-0.03959372672671795,2,981,112,947,2,981,112,0,-0.003943733670711713,0.06498003321736842,0.0028300534835993194,-0.063866353030256
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,2130,0.052417449904861635,-0.00046697493856129313,-0.008908768728903425,8,1839,283,1599,8,1839,283,0,-0.0016900935994943952,0.05166130618248982,0.0024462373218662042,-0.052417449904861635
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,291,0.03084871194363259,0.0008942217131461642,0.02898732740543932,2,234,55,257,2,234,55,0,-0.002161927856950699,0.02689834066038957,0.006112299140193726,-0.03084871194363259
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,371,0.0684787567678295,-0.003536080810786952,-0.05163763154719188,2,330,39,335,2,330,39,0,-0.004963256160469918,0.07058766222893345,0.0028543506993659318,-0.06847875676782944
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,689,0.04885929979022252,-0.00389482768010908,-0.07971517596100494,7,593,89,589,7,593,89,0,-0.0029717692485384146,0.05367718590190229,-0.001846116863141331,-0.04885929979022252
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,96,0.03111404674910606,0.003635917716668203,0.11685775707631688,3,69,24,100,3,69,24,0,-0.0013048725087720751,0.022537338806997598,0.009881580450880556,-0.031114046749106006
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,1157,0.06650298808572191,-0.0027768261581211234,-0.04175490813347835,4,1034,119,1067,4,1034,119,0,-0.004156674660271781,0.06789996574169235,0.0027596970043013147,-0.06650298808572186
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,2320,0.056437264996024084,-0.0005037355035865353,-0.00892558318731467,10,1997,313,1823,10,1997,313,0,-0.0018508200378832378,0.05559391596531388,0.002694169068593405,-0.056437264996024084
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,331,0.03515451203291875,0.0013096531709684868,0.03725419854333706,4,265,62,301,4,265,62,0,-0.0021053465137457275,0.030429859177236063,0.006829999369428429,-0.03515451203291875
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,398,0.07447041569417631,-0.0038213238302563894,-0.05131331408097971,3,354,41,366,3,354,41,0,-0.005136890800133319,0.07697617255455577,0.002631133939753859,-0.07447041569417623
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,747,0.05119801084990955,-0.0052935363135539724,-0.10339339801837877,8,646,93,672,8,646,93,0,-0.0033695697884688174,0.05841551368854875,-0.00384793305017031,-0.0511980108499096
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,104,0.03146743398224916,0.004093009240658901,0.130071274415568,4,74,26,121,4,74,26,0,-0.0010763267467767262,0.02220508875415464,0.010338671974871254,-0.03146743398224916
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,1233,0.07087509881933901,-0.0030932806783988027,-0.04364411097730658,5,1100,128,1183,5,1100,128,0,-0.004544551397438243,0.07251710877869835,0.0029025414380788803,-0.07087509881933896
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,2513,0.06098383278366415,-0.0009175926016433064,-0.015046489532699618,11,2166,336,2044,11,2166,336,0,-0.00210585990152478,0.06071315808542599,0.0023765345997629472,-0.06098383278366415
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,375,0.039197311948583946,0.0008136590744051257,0.020758032476115247,5,304,66,362,5,304,66,0,-0.0024342522695964576,0.035135741530177234,0.006495822688003167,-0.039197311948584
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,420,0.07724778679135527,-0.0036851115689289955,-0.04770507637820626,3,369,48,414,3,369,48,0,-0.005915246579146993,0.07870276335006626,0.0044602700204359955,-0.07724778679135524
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,802,0.055492726672546344,-0.00530551418060898,-0.0956073795385108,9,689,104,733,9,689,104,0,-0.003668433272815092,0.062435321760949236,-0.0032741618155877755,-0.055492726672546344
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,112,0.03183808866233612,0.004151205489494974,0.1303848837636342,5,80,27,142,5,80,27,0,-0.0008366136265709895,0.02269906405677513,0.009975638232131927,-0.03183808866233606
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,1304,0.07412730688163577,-0.003408260174406194,-0.04597847025318754,5,1158,141,1325,5,1158,141,0,-0.005155622016961844,0.07578820521348628,0.003494723685111299,-0.07412730688163571
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,2701,0.0654238969616634,-0.000800645706354474,-0.012237817426614474,13,2318,370,2270,13,2318,370,0,-0.002292897438191773,0.06473229093618055,0.002984503463674598,-0.0654238969616634
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,405,0.04072357161267354,0.0006214880977766755,0.015261139265674403,6,328,71,422,6,328,71,0,-0.0026919613249594687,0.03678863409216071,0.0066268988454722885,-0.04072357161267348
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,robustness,231,0.04252846156146234,-0.0037058106896940383,-0.08713719127456286,0,217,14,166,0,217,14,0,-0.0028915827073923775,0.047048500233458024,-0.0016284559646033217,-0.04252846156146228
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,train,446,0.03993884389576219,-0.0023312878734718517,-0.05837144108518422,0,394,52,251,0,394,52,0,-0.0023189876909452123,0.04228243195176068,-2.4600365053278894e-05,-0.03993884389576219
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8500,risk_on_r6_horizon_complete,validation,31,0.009549527803759505,-0.0019996681048788587,-0.20939968404423298,0,30,1,30,0,30,1,0,-0.0010429552746180695,0.012505908738899119,-0.0019134256605215783,-0.009549527803759394
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,robustness,730,0.041494763735089146,-0.002327030121070491,-0.05608009087427792,0,672,58,553,0,672,58,0,-0.002403986601177209,0.04374483737605292,0.00015391296021343565,-0.04149476373508909
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,train,1614,0.04563459432863487,-0.0011831448188855398,-0.02592648924114875,0,1440,174,872,0,1440,174,0,-0.001405948740016899,0.04659493522638902,0.00044560784226271855,-0.045634594328634814
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8500,risk_on_r_core_horizon_complete,validation,139,0.015613855094318285,-0.0007464612375297948,-0.047807619131896774,0,123,16,96,0,123,16,0,-0.00106151448543464,0.016045263083943245,0.0006301064958096902,-0.01561385509431834
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,robustness,261,0.04788015759309511,-0.004443845576366224,-0.09281184105808123,0,245,16,199,0,245,16,0,-0.0034334521161103956,0.05333439662971712,-0.0020207869205116566,-0.04788015759309505
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,train,528,0.04765297591904977,-0.002841834408181875,-0.059636032238771945,0,465,63,310,0,465,63,0,-0.0028869329484924565,0.05044971178692109,9.019708062116272e-05,-0.04765297591904982
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8250,risk_on_r6_horizon_complete,validation,43,0.014625183808356312,-0.000896750400735332,-0.061315496098104466,0,37,6,36,0,37,6,0,-0.0013685633956676754,0.015050121214159273,0.0009436259898646868,-0.014625183808356201
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,robustness,830,0.0470009997832638,-0.0029531185547189073,-0.062830973135394,0,765,65,668,0,765,65,0,-0.002880144863700876,0.050027092029000714,-0.00014594738203606294,-0.047000999783263775
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,train,1853,0.05266774184852435,-0.0010919557787705397,-0.020732914312352167,1,1642,210,1047,1,1642,210,0,-0.0016166043032143848,0.05323504910285104,0.0010492970488876902,-0.052667741848524297
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_overlap__none,false_repair_20d_component,keep_8250,risk_on_r_core_horizon_complete,validation,169,0.01954430243183697,-0.0001998126843391554,-0.010223577179898101,0,144,25,112,0,144,25,0,-0.0012832820557786319,0.018660645744736637,0.002166938742878953,-0.019544302431836913
