instrument,threshold_id,episode_cluster_id,cluster_split_bucket,cluster_member_split_bucket_set,cluster_calendar_span_split_bucket_set,cluster_start_date,cluster_end_date,cluster_start_pos,cluster_end_pos,touches_multiple_split_buckets,touches_multiple_calendar_split_buckets,train_validation_boundary_overlap,validation_robustness_boundary_overlap,split_overlap_status,blocking_reason
SZ002737,up50pct,up50pct::SZ002737::000000,train,train,train,2018-05-11,2022-11-21,328,1429,False,False,False,False,pass,
SZ002738,up50pct,up50pct::SZ002738::000000,cross_split,robustness;validation,robustness;validation,2023-11-15,2026-01-26,1551,2084,True,True,False,True,pass,
SZ002739,up50pct,up50pct::SZ002739::000000,train,train,train,2019-10-11,2021-02-18,345,674,False,False,False,False,pass,
SZ002745,up50pct,up50pct::SZ002745::000000,train,train,train,2019-02-11,2020-07-13,428,774,False,False,False,False,pass,
SZ002755,up50pct,up50pct::SZ002755::000000,train,train,train,2019-02-11,2025-07-31,488,2051,False,False,False,False,pass,
SZ002756,up50pct,up50pct::SZ002756::000000,cross_split,train,train;validation,2021-01-05,2022-07-04,853,1213,False,True,True,False,pass,
SZ002756,up50pct,up50pct::SZ002756::000001,cross_split,robustness;validation,robustness;validation,2023-02-27,2026-04-30,1371,2140,True,True,False,True,pass,
SZ002773,up50pct,up50pct::SZ002773::000000,robustness,robustness,robustness,2025-06-05,2025-08-14,2042,2092,False,False,False,False,pass,
SZ002791,up50pct,up50pct::SZ002791::000000,train,train,train,2020-02-17,2021-08-11,757,1121,False,False,False,False,pass,
SZ002791,up50pct,up50pct::SZ002791::000001,train,train,train,2021-09-23,2021-12-27,1150,1212,False,False,False,False,pass,
SZ002797,up50pct,up50pct::SZ002797::000000,train,train,train,2018-05-11,2020-07-15,311,841,False,False,False,False,pass,
SZ002797,up50pct,up50pct::SZ002797::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-02-03,2024-11-07,979,1887,True,True,True,True,pass,
SZ002812,up50pct,up50pct::SZ002812::000000,robustness,robustness,robustness,2024-11-07,2026-05-06,1818,2167,False,False,False,False,pass,
SZ002821,up50pct,up50pct::SZ002821::000000,robustness,robustness,robustness,2024-03-27,2026-05-12,1756,2267,False,False,False,False,pass,
SZ002831,up50pct,up50pct::SZ002831::000000,cross_split,train;validation,train;validation,2019-02-12,2026-05-21,511,2274,True,True,True,False,pass,
SZ002837,up50pct,up50pct::SZ002837::000000,robustness,robustness,robustness,2024-11-26,2026-04-20,1841,2178,False,False,False,False,pass,
SZ002841,up50pct,up50pct::SZ002841::000000,train,train,train,2020-09-21,2021-04-13,894,1027,False,False,False,False,pass,
SZ002850,up50pct,up50pct::SZ002850::000000,robustness,robustness,robustness,2024-05-08,2026-04-22,1744,2219,False,False,False,False,pass,
SZ002851,up50pct,up50pct::SZ002851::000000,robustness,robustness,robustness,2024-12-24,2026-01-28,1818,2084,False,False,False,False,pass,
SZ002865,up50pct,up50pct::SZ002865::000000,validation,validation,validation,2022-08-15,2022-11-09,1292,1348,False,False,False,False,pass,
SZ002867,up50pct,up50pct::SZ002867::000000,train,train,train,2019-07-02,2021-02-18,531,927,False,False,False,False,pass,
SZ002916,up50pct,up50pct::SZ002916::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-08-05,2026-05-13,884,2035,True,True,True,True,pass,
SZ002920,up50pct,up50pct::SZ002920::000000,cross_split,train;validation,train;validation,2018-05-11,2022-07-29,88,1114,True,True,True,False,pass,
SZ002920,up50pct,up50pct::SZ002920::000001,validation,validation,validation,2022-11-16,2023-07-11,1186,1343,False,False,False,False,pass,
SZ002920,up50pct,up50pct::SZ002920::000002,robustness,robustness,robustness,2024-03-05,2025-09-25,1500,1882,False,False,False,False,pass,
SZ002926,up50pct,up50pct::SZ002926::000000,train,train,train,2019-02-11,2020-07-13,242,588,False,False,False,False,pass,
SZ002938,up50pct,up50pct::SZ002938::000000,cross_split,robustness;validation,robustness;validation,2022-07-21,2026-05-21,929,1855,True,True,False,True,pass,
SZ002939,up50pct,up50pct::SZ002939::000000,train,train,train,2019-02-11,2019-03-07,69,87,False,False,False,False,pass,
SZ002939,up50pct,up50pct::SZ002939::000001,train,train,train,2019-04-30,2019-07-01,124,164,False,False,False,False,pass,
SZ002939,up50pct,up50pct::SZ002939::000002,cross_split,robustness;train;validation,robustness;train;validation,2021-05-17,2025-08-19,619,1654,True,True,True,True,pass,
SZ002945,up50pct,up50pct::SZ002945::000000,train,train,train,2019-04-22,2019-06-25,61,103,False,False,False,False,pass,
SZ002945,up50pct,up50pct::SZ002945::000001,cross_split,robustness;train;validation,robustness;train;validation,2019-10-22,2026-02-06,182,1712,True,True,True,True,pass,
SZ002948,up50pct,up50pct::SZ002948::000000,cross_split,train,robustness;train,2020-07-13,2026-04-29,359,1758,False,True,False,False,pass,
SZ002966,up50pct,up50pct::SZ002966::000000,robustness,robustness,robustness,2024-03-05,2025-07-02,1111,1432,False,False,False,False,pass,
SZ002985,up50pct,up50pct::SZ002985::000000,train,train,train,2020-07-30,2020-08-10,61,68,False,False,False,False,pass,
SZ002985,up50pct,up50pct::SZ002985::000001,train,train,train,2020-09-16,2021-08-11,95,313,False,False,False,False,pass,
SZ003022,up50pct,up50pct::SZ003022::000000,train,train,train,2021-04-30,2021-09-16,96,191,False,False,False,False,pass,
SZ003022,up50pct,up50pct::SZ003022::000001,cross_split,train;validation,train;validation,2021-12-06,2022-08-10,241,406,True,True,True,False,pass,
SZ003031,up50pct,up50pct::SZ003031::000000,validation,validation,validation,2023-11-15,2026-04-13,684,1265,False,False,False,False,pass,
SZ003035,up50pct,up50pct::SZ003035::000000,validation,validation,validation,2022-07-21,2026-03-12,363,1243,False,False,False,False,pass,
SZ003816,up50pct,up50pct::SZ003816::000000,cross_split,train;validation,robustness;train;validation,2019-12-11,2024-07-08,71,1178,True,True,True,True,pass,
SZ300001,up50pct,up50pct::SZ300001::000000,train,train,train,2019-02-11,2021-01-11,510,979,False,False,False,False,pass,
SZ300001,up50pct,up50pct::SZ300001::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-04-30,2026-05-28,1052,2279,True,True,True,True,pass,
SZ300002,up50pct,up50pct::SZ300002::000000,cross_split,train;validation,train;validation,2019-02-11,2023-06-20,510,1570,True,True,True,False,pass,
SZ300002,up50pct,up50pct::SZ300002::000001,cross_split,robustness;validation,robustness;validation,2023-07-26,2025-02-21,1594,1973,True,True,False,True,pass,
SZ300002,up50pct,up50pct::SZ300002::000002,robustness,robustness,robustness,2025-05-22,2025-09-25,2033,2122,False,False,False,False,pass,
SZ300003,up50pct,up50pct::SZ300003::000000,robustness,robustness,robustness,2024-03-04,2026-01-14,1739,2193,False,False,False,False,pass,
SZ300004,up50pct,up50pct::SZ300004::000000,train,train,train,2018-01-26,2026-01-26,243,2126,False,False,False,False,pass,
SZ300005,up50pct,up50pct::SZ300005::000000,cross_split,train,,2018-03-13,2020-12-04,270,935,False,False,False,False,pass,
SZ300006,up50pct,up50pct::SZ300006::000000,train,train,train,2018-03-13,2021-08-16,289,1124,False,False,False,False,pass,
SZ300007,up50pct,up50pct::SZ300007::000000,cross_split,train,,2019-10-31,2021-08-03,687,1115,False,False,False,False,pass,
SZ300008,up50pct,up50pct::SZ300008::000000,train,train,train,2018-01-11,2020-09-09,241,876,False,False,False,False,pass,
SZ300008,up50pct,up50pct::SZ300008::000001,train,train,train,2020-12-25,2026-03-02,947,2198,False,False,False,False,pass,
SZ300009,up50pct,up50pct::SZ300009::000000,cross_split,robustness;validation,robustness;validation,2022-08-01,2025-08-11,1355,2089,True,True,False,True,pass,
SZ300010,up50pct,up50pct::SZ300010::000000,train,train,train,2019-11-05,2020-07-13,627,793,False,False,False,False,pass,
SZ300010,up50pct,up50pct::SZ300010::000001,train,train,train,2020-12-29,2024-11-01,908,1834,False,False,False,False,pass,
SZ300012,up50pct,up50pct::SZ300012::000000,train,train,train,2019-07-03,2021-05-25,607,1066,False,False,False,False,pass,
SZ300012,up50pct,up50pct::SZ300012::000001,robustness,robustness,robustness,2024-03-28,2026-04-20,1757,2254,False,False,False,False,pass,
SZ300015,up50pct,up50pct::SZ300015::000000,robustness,robustness,robustness,2024-03-28,2024-10-08,1744,1869,False,False,False,False,pass,
SZ300017,up50pct,up50pct::SZ300017::000000,cross_split,robustness;validation,robustness;validation,2023-08-01,2026-02-11,1580,2195,True,True,False,True,pass,
SZ300020,up50pct,up50pct::SZ300020::000000,train,train,train,2019-02-11,2020-09-15,502,894,False,False,False,False,pass,
SZ300024,up50pct,up50pct::SZ300024::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2024-12-10,510,1927,True,True,True,True,pass,
SZ300026,up50pct,up50pct::SZ300026::000000,train,train,train,2019-12-11,2022-01-07,713,1217,False,False,False,False,pass,
SZ300027,up50pct,up50pct::SZ300027::000000,train,train,train,2019-02-11,2020-08-24,510,886,False,False,False,False,pass,
SZ300031,up50pct,up50pct::SZ300031::000000,train,train,train,2018-03-13,2025-02-28,279,1968,False,False,False,False,pass,
SZ300033,up50pct,up50pct::SZ300033::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2024-11-06,251,1903,True,True,True,True,pass,
SZ300033,up50pct,up50pct::SZ300033::000001,robustness,robustness,robustness,2025-03-04,2026-01-14,1980,2193,False,False,False,False,pass,
SZ300035,up50pct,up50pct::SZ300035::000000,train,train,train,2021-06-01,2021-11-01,1071,1172,False,False,False,False,pass,
SZ300036,up50pct,up50pct::SZ300036::000000,train,train,train,2019-09-05,2021-11-25,653,1190,False,False,False,False,pass,
SZ300037,up50pct,up50pct::SZ300037::000000,robustness,robustness,robustness,2024-09-27,2026-05-28,1880,2279,False,False,False,False,pass,
SZ300039,up50pct,up50pct::SZ300039::000000,train,train,train,2018-01-25,2022-03-17,261,1264,False,False,False,False,pass,
SZ300043,up50pct,up50pct::SZ300043::000000,train,train,train,2018-05-23,2025-09-17,336,2116,False,False,False,False,pass,
SZ300045,up50pct,up50pct::SZ300045::000000,train,train,train,2019-09-17,2023-09-07,650,1615,False,False,False,False,pass,
SZ300045,up50pct,up50pct::SZ300045::000001,robustness,robustness,robustness,2024-03-13,2026-01-13,1736,2182,False,False,False,False,pass,
SZ300047,up50pct,up50pct::SZ300047::000000,train,train,train,2019-02-11,2024-10-09,501,1874,False,False,False,False,pass,
SZ300053,up50pct,up50pct::SZ300053::000000,train,train,train,2018-05-11,2026-01-09,323,2172,False,False,False,False,pass,
SZ300054,up50pct,up50pct::SZ300054::000000,robustness,robustness,robustness,2024-03-04,2026-04-24,1731,2250,False,False,False,False,pass,
SZ300055,up50pct,up50pct::SZ300055::000000,train,train,train,2019-02-21,2021-09-14,518,1145,False,False,False,False,pass,
SZ300058,up50pct,up50pct::SZ300058::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-10-17,2026-01-07,677,2188,True,True,True,True,pass,
SZ300059,up50pct,up50pct::SZ300059::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-07-02,2024-11-08,849,1905,True,True,True,True,pass,
SZ300066,up50pct,up50pct::SZ300066::000000,train,train,train,2019-02-28,2025-08-20,523,2096,False,False,False,False,pass,
SZ300068,up50pct,up50pct::SZ300068::000000,cross_split,train;validation,train;validation,2021-04-30,2022-08-23,991,1310,True,True,True,False,pass,
SZ300070,up50pct,up50pct::SZ300070::000000,train,train,train,2019-02-11,2020-03-05,510,770,False,False,False,False,pass,
SZ300070,up50pct,up50pct::SZ300070::000001,robustness,robustness,robustness,2024-09-27,2024-11-08,1871,1896,False,False,False,False,pass,
SZ300072,up50pct,up50pct::SZ300072::000000,train,train,train,2019-02-11,2019-04-18,490,537,False,False,False,False,pass,
SZ300072,up50pct,up50pct::SZ300072::000001,train,train,train,2019-10-18,2021-12-21,658,1188,False,False,False,False,pass,
SZ300073,up50pct,up50pct::SZ300073::000000,cross_split,train,train;validation,2019-02-11,2022-07-19,498,1324,False,True,True,False,pass,
SZ300073,up50pct,up50pct::SZ300073::000001,cross_split,robustness;validation,robustness;validation,2023-07-26,2025-10-09,1572,2104,True,True,False,True,pass,
SZ300077,up50pct,up50pct::SZ300077::000000,cross_split,train;validation,train;validation,2021-08-30,2024-10-31,1114,1879,True,True,True,False,pass,
SZ300079,up50pct,up50pct::SZ300079::000000,train,train,train,2018-05-16,2021-09-08,331,1141,False,False,False,False,pass,
SZ300081,up50pct,up50pct::SZ300081::000000,train,train,train,2020-01-09,2021-12-22,723,1196,False,False,False,False,pass,
SZ300082,up50pct,up50pct::SZ300082::000000,train,train,train,2021-03-03,2021-08-05,1005,1111,False,False,False,False,pass,
SZ300082,up50pct,up50pct::SZ300082::000001,cross_split,train,,2021-09-02,2021-09-13,1131,1138,False,False,False,False,pass,
SZ300085,up50pct,up50pct::SZ300085::000000,train,train,train,2018-01-11,2024-10-09,177,1809,False,False,False,False,pass,
SZ300085,up50pct,up50pct::SZ300085::000001,robustness,robustness,robustness,2024-12-26,2025-09-17,1865,2042,False,False,False,False,pass,
SZ300087,up50pct,up50pct::SZ300087::000000,train,train,train,2020-01-14,2021-08-05,667,1045,False,False,False,False,pass,
SZ300088,up50pct,up50pct::SZ300088::000000,train,train,train,2021-01-05,2021-12-22,813,1047,False,False,False,False,pass,
SZ300094,up50pct,up50pct::SZ300094::000000,train,train,train,2019-03-08,2022-01-17,529,1226,False,False,False,False,pass,
SZ300096,up50pct,up50pct::SZ300096::000000,train,train,train,2019-02-11,2019-04-02,501,537,False,False,False,False,pass,
SZ300098,up50pct,up50pct::SZ300098::000000,train,train,train,2019-02-11,2019-04-17,484,530,False,False,False,False,pass,
SZ300098,up50pct,up50pct::SZ300098::000001,train,train,train,2019-11-07,2020-03-13,666,750,False,False,False,False,pass,
SZ300098,up50pct,up50pct::SZ300098::000002,train,train,train,2020-05-22,2020-07-14,796,831,False,False,False,False,pass,
SZ300098,up50pct,up50pct::SZ300098::000003,train,train,train,2020-10-15,2024-12-04,892,1897,False,False,False,False,pass,
SZ300101,up50pct,up50pct::SZ300101::000000,train,train,train,2019-02-11,2021-08-31,510,1135,False,False,False,False,pass,
SZ300101,up50pct,up50pct::SZ300101::000001,cross_split,train,train;validation,2021-11-30,2026-01-12,1193,2191,False,True,True,False,pass,
SZ300110,up50pct,up50pct::SZ300110::000000,train,train,train,2018-05-11,2019-04-10,313,536,False,False,False,False,pass,
SZ300110,up50pct,up50pct::SZ300110::000001,cross_split,train,,2019-07-02,2020-09-09,591,883,False,False,False,False,pass,
SZ300113,up50pct,up50pct::SZ300113::000000,train,train,train,2018-05-11,2020-02-24,328,762,False,False,False,False,pass,
SZ300113,up50pct,up50pct::SZ300113::000001,train,train,train,2020-05-07,2026-03-10,811,2226,False,False,False,False,pass,
SZ300115,up50pct,up50pct::SZ300115::000000,robustness,robustness,robustness,2024-09-27,2025-12-30,1870,2174,False,False,False,False,pass,
SZ300118,up50pct,up50pct::SZ300118::000000,train,train,train,2019-02-11,2021-11-23,426,1104,False,False,False,False,pass,
SZ300118,up50pct,up50pct::SZ300118::000001,validation,validation,validation,2022-12-19,2023-01-17,1365,1385,False,False,False,False,pass,
SZ300118,up50pct,up50pct::SZ300118::000002,robustness,robustness,robustness,2024-03-04,2026-01-26,1655,2117,False,False,False,False,pass,
SZ300122,up50pct,up50pct::SZ300122::000000,train,train,train,2018-01-11,2021-04-30,251,1052,False,False,False,False,pass,
SZ300122,up50pct,up50pct::SZ300122::000001,validation,validation,validation,2023-07-26,2023-11-24,1594,1675,False,False,False,False,pass,
SZ300122,up50pct,up50pct::SZ300122::000002,robustness,robustness,robustness,2024-09-27,2024-10-08,1880,1882,False,False,False,False,pass,
SZ300123,up50pct,up50pct::SZ300123::000000,train,train,train,2018-05-11,2020-08-07,297,844,False,False,False,False,pass,
SZ300123,up50pct,up50pct::SZ300123::000001,train,train,train,2021-02-01,2021-07-27,963,1079,False,False,False,False,pass,
SZ300125,up50pct,up50pct::SZ300125::000000,cross_split,train,,2019-03-28,2022-08-01,543,1355,False,False,False,False,pass,
SZ300127,up50pct,up50pct::SZ300127::000000,train,train,train,2018-01-11,2019-06-13,251,593,False,False,False,False,pass,
SZ300127,up50pct,up50pct::SZ300127::000001,train,train,train,2019-09-05,2021-11-26,653,1191,False,False,False,False,pass,
SZ300128,up50pct,up50pct::SZ300128::000000,train,train,train,2019-02-14,2025-10-28,464,2080,False,False,False,False,pass,
SZ300131,up50pct,up50pct::SZ300131::000000,train,train,train,2018-01-19,2020-10-26,257,836,False,False,False,False,pass,
SZ300131,up50pct,up50pct::SZ300131::000001,train,train,train,2020-11-06,2026-01-16,845,2086,False,False,False,False,pass,
SZ300132,up50pct,up50pct::SZ300132::000000,train,train,train,2018-05-11,2020-10-13,318,893,False,False,False,False,pass,
SZ300132,up50pct,up50pct::SZ300132::000001,train,train,train,2021-02-09,2021-04-28,977,1027,False,False,False,False,pass,
SZ300133,up50pct,up50pct::SZ300133::000000,cross_split,robustness;train,robustness;train,2019-07-05,2026-02-10,609,2212,True,True,False,False,pass,
SZ300134,up50pct,up50pct::SZ300134::000000,train,train,train,2018-05-11,2019-09-10,128,447,False,False,False,False,pass,
SZ300134,up50pct,up50pct::SZ300134::000001,train,train,train,2020-02-03,2020-03-12,538,566,False,False,False,False,pass,
